Timestamp,Source,Person,Key,Value_X,Value_Y,Value_Z,Conf
1772198037.6267362,PC1,0,0,0.58251,0.26751,-0.6377,0.99991
1772198037.6267362,PC1,0,1,0.61355,0.21587,-0.60223,0.99983
1772198037.6267362,PC1,0,2,0.62789,0.22214,-0.6022,0.99979
1772198037.6267362,PC1,0,3,0.64121,0.22847,-0.60205,0.99978
1772198037.6267362,PC1,0,4,0.56817,0.1937,-0.60007,0.99988
1772198037.6267362,PC1,0,5,0.55273,0.186,-0.59988,0.99987
1772198037.6267362,PC1,0,6,0.53928,0.17901,-0.59999,0.99988
1772198037.6267362,PC1,0,7,0.66393,0.25831,-0.32349,0.99977
1772198037.6267362,PC1,0,8,0.52287,0.20268,-0.31074,0.99989
1772198037.6267362,PC1,0,9,0.60099,0.34506,-0.53221,0.99993
1772198037.6267362,PC1,0,10,0.54647,0.3229,-0.52907,0.99995
1772198037.6267362,PC1,0,11,0.7263,0.5946,-0.20127,0.99871
1772198037.6267362,PC1,0,12,0.42365,0.51719,-0.14969,0.99965
1772198037.6267362,PC1,0,13,0.7563,1.07229,-0.3321,0.55837
1772198037.6267362,PC1,0,14,0.32977,0.88036,-0.38039,0.69356
1772198037.6267362,PC1,0,15,0.61925,1.12913,-0.51035,0.45518
1772198037.6267362,PC1,0,16,0.45763,0.90748,-0.90859,0.55741
1772198037.6267362,PC1,0,17,0.60384,1.1843,-0.58714,0.41066
1772198037.6267362,PC1,0,18,0.48463,0.90829,-0.99274,0.49823
1772198037.6267362,PC1,0,19,0.56863,1.10522,-0.60699,0.46667
1772198037.6267362,PC1,0,20,0.50049,0.85839,-0.97624,0.54999
1772198037.6267362,PC1,0,21,0.58166,1.06603,-0.51042,0.45384
1772198037.6267362,PC1,0,22,0.49119,0.85262,-0.91099,0.54573
1772198037.6267362,PC1,0,23,0.70514,1.24139,-0.19741,0.01381
1772198037.6267362,PC1,0,24,0.54973,1.23495,0.19992,0.01487
1772198037.6267362,PC1,0,25,0.69267,1.76596,-0.24333,0.00114
1772198037.6267362,PC1,0,26,0.55595,1.7527,0.24273,0.00039
1772198037.6267362,PC1,0,27,0.69197,2.2444,0.08581,0.0001
1772198037.6267362,PC1,0,28,0.54748,2.24799,0.42785,2e-05
1772198037.6267362,PC1,0,29,0.71027,2.31377,0.09996,7e-05
1772198037.6267362,PC1,0,30,0.5503,2.32375,0.4355,3e-05
1772198037.6267362,PC1,0,31,0.62698,2.36948,-0.2109,9e-05
1772198037.6267362,PC1,0,32,0.51357,2.38182,0.11814,8e-05
1772198037.6267362,PC1,0,Angle_Elbow_R,119.97,,,
1772198037.6267362,PC1,0,Angle_Shoulder_L,150.22,,,
1772198037.6267362,PC1,0,Angle_Shoulder_R,130.49,,,
1772198037.6267362,PC1,0,Length_UpperArm_L,0.4962,,,
1772198037.6267362,PC1,0,Length_UpperArm_R,0.4404,,,
1772198037.6267362,PC1,0,Length_LowerArm_R,0.5441,,,
1772198037.6267362,PC1,0,Width_Shoulder,0.3166,,,
1772198037.6267362,PC1,0,Face_Mouth_Openness,0.0115,,,
1772198037.6267362,PC1,0,Face_Smile_Ratio,90.2996,,,
1772198037.6267362,PC1,0,Face_Eye_L_Openness,0.5448,,,
1772198037.6267362,PC1,0,Face_Eye_R_Openness,0.5524,,,
1772198037.6267362,3D,0,0,0.15347285867608906,0.24509913572595243,1.8791428015248932,0.6999365806579589
1772198037.6267362,3D,0,1,0.2152795811857024,0.304886747639874,1.9140667463402106,0.6998812556266785
1772198037.6267362,3D,0,2,0.24266949837336488,0.2980634213755826,1.9141276578598938,0.6998555958271027
1772198037.6267362,3D,0,3,0.26808468973024435,0.291225031987305,1.9142389916215525,0.6998491704463958
1772198037.6267362,3D,0,4,0.12995343886699984,0.32878571209739027,1.9174363351330757,0.6999153852462768
1772198037.6267362,3D,0,5,0.10078919449001517,0.3370238564709508,1.917685576410404,0.6999083757400513
1772198037.6267362,3D,0,6,0.07527749036642752,0.3444077377377143,1.91757142093854,0.6999175548553467
1772198037.6267362,3D,0,7,0.35580741252911563,0.29506735554317426,2.1889492611844337,0.6998414516448974
1772198037.6267362,3D,0,8,0.0502519419323416,0.36727473124292453,2.208669313582697,0.6999199330806731
1772198037.6267362,3D,0,9,0.19834985890715867,0.17266435913724443,1.9833945386660234,0.6999477207660675
1772198037.6267362,3D,0,10,0.09106595691184517,0.19735124914106708,1.9886486724010983,0.6999654948711395
1772198037.6267362,3D,0,11,0.5205556159004482,-0.12537871500919054,2.3032059485485687,0.6990966916084289
1772198037.6267362,3D,0,12,-0.1817518368608951,-0.02639945691078703,2.365479831556619,0.69975546002388
1772198037.6267362,3D,0,13,0.5550115679206624,-0.6969992880993108,2.174393563355084,0.39085640907287594
1772198037.6267362,3D,0,14,-0.3627218427728145,-0.4575973305838113,2.128377802827005,0.4854921698570251
1772198037.6267362,3D,0,15,0.0475944793989691,0.09998579761887723,-0.19421591623631304,0.22758923470973969
1772198037.6267362,3D,0,16,-0.07200265664896333,-0.36527373650782335,1.5959254698112038,0.39019029736518857
1772198037.6267362,3D,0,17,0.05766375331024909,0.08769124007440081,-0.19689696080733526,0.2053278535604477
1772198037.6267362,3D,0,18,-0.027420261317453908,-0.03813972180526426,0.5286045384523577,0.24911659955978394
1772198037.6267362,3D,0,19,0.031035778244344312,0.09674002765226652,-0.10436559387601348,0.2333325296640396
1772198037.6267362,3D,0,20,-0.003647588012833239,-0.30209757593960407,1.526272994390247,0.3849935412406921
1772198037.6267362,3D,0,21,0.0605799503395463,0.13189796489185465,-0.15580499474741116,0.22691857814788818
1772198037.6267362,3D,0,22,-0.012745377050845759,-0.3110438165646445,1.5924257211393305,0.38201312422752376
1772198037.6267362,3D,0,23,0.11830443143844604,-0.018492508679628372,-0.0360107421875,0.006903568282723427
1772198037.6267362,3D,0,24,-0.11725032329559326,0.036965299397706985,0.03973388671875,0.0074355993419885635
1772198037.6267362,3D,0,25,0.11557281017303467,-0.10800224542617798,-0.12371826171875,0.0005689584068022668
1772198037.6267362,3D,0,26,-0.11431761085987091,0.08569458127021787,-0.12536621093749992,0.00019591556338127702
1772198037.6267362,3D,0,27,0.1889239400625229,-0.37674248218536377,0.04193115234375,4.7753896069480106e-05
1772198037.6267362,3D,0,28,-0.11475313454866409,-0.18102481961250322,-0.1490478515625,8.239076123572886e-06
1772198037.6267362,3D,0,29,0.18467754125595093,-0.43239572644233704,0.0738525390625,3.678390203276649e-05
1772198037.6267362,3D,0,30,-0.1289854794740677,-0.24061457812786102,-0.09326171875,1.6020254406612366e-05
1772198037.6267362,3D,0,31,0.25149860978126526,-0.15154576301574707,-0.22705078125,4.272662044968456e-05
1772198037.6267362,3D,0,32,-0.12977710366249084,-0.016026727855205536,-0.42578125,4.1133705963147804e-05
1772198037.6267362,KIN,0,timestamp_ns,1772198037543351296,,,
1772198037.6267362,KIN,0,joint_0_x,0.15347285867608906,,,
1772198037.6267362,KIN,0,joint_0_y,0.24509913572595243,,,
1772198037.6267362,KIN,0,joint_0_z,1.8791428015248932,,,
1772198037.6267362,KIN,0,joint_0_confidence,0.6999365806579589,,,
1772198037.6267362,KIN,0,joint_0_vx,0.001199935028262529,,,
1772198037.6267362,KIN,0,joint_0_vy,-0.009788511941983475,,,
1772198037.6267362,KIN,0,joint_0_vz,-0.10592130818047976,,,
1772198037.6267362,KIN,0,joint_0_v,0.10637940748460001,,,
1772198037.6267362,KIN,0,joint_0_ax,-0.0282780033149304,,,
1772198037.6267362,KIN,0,joint_0_ay,-0.05093174503728816,,,
1772198037.6267362,KIN,0,joint_0_az,-0.06993768748783191,,,
1772198037.6267362,KIN,0,joint_0_a,0.0910218009883796,,,
1772198037.6267362,KIN,0,joint_1_x,0.2152795811857024,,,
1772198037.6267362,KIN,0,joint_1_y,0.304886747639874,,,
1772198037.6267362,KIN,0,joint_1_z,1.9140667463402106,,,
1772198037.6267362,KIN,0,joint_1_confidence,0.6998812556266785,,,
1772198037.6267362,KIN,0,joint_1_vx,0.0013029815857201516,,,
1772198037.6267362,KIN,0,joint_1_vy,-0.00994208818788492,,,
1772198037.6267362,KIN,0,joint_1_vz,-0.10250506694267757,,,
1772198037.6267362,KIN,0,joint_1_v,0.10299432813252977,,,
1772198037.6267362,KIN,0,joint_1_ax,-0.03127679996305835,,,
1772198037.6267362,KIN,0,joint_1_ay,-0.037302962402582907,,,
1772198037.6267362,KIN,0,joint_1_az,-0.01209941874541926,,,
1772198037.6267362,KIN,0,joint_1_a,0.05016119171146837,,,
1772198037.6267362,KIN,0,joint_2_x,0.24266949837336488,,,
1772198037.6267362,KIN,0,joint_2_y,0.2980634213755826,,,
1772198037.6267362,KIN,0,joint_2_z,1.9141276578598938,,,
1772198037.6267362,KIN,0,joint_2_confidence,0.6998555958271027,,,
1772198037.6267362,KIN,0,joint_2_vx,0.0002498804116162687,,,
1772198037.6267362,KIN,0,joint_2_vy,-0.009065127077656365,,,
1772198037.6267362,KIN,0,joint_2_vz,-0.10272627125018527,,,
1772198037.6267362,KIN,0,joint_2_v,0.10312577647766251,,,
1772198037.6267362,KIN,0,joint_2_ax,-0.03552104444876401,,,
1772198037.6267362,KIN,0,joint_2_ay,-0.03043768746126615,,,
1772198037.6267362,KIN,0,joint_2_az,-0.01132188506347823,,,
1772198037.6267362,KIN,0,joint_2_a,0.04812881151775304,,,
1772198037.6267362,KIN,0,joint_3_x,0.26808468973024435,,,
1772198037.6267362,KIN,0,joint_3_y,0.291225031987305,,,
1772198037.6267362,KIN,0,joint_3_z,1.9142389916215525,,,
1772198037.6267362,KIN,0,joint_3_confidence,0.6998491704463958,,,
1772198037.6267362,KIN,0,joint_3_vx,-0.0005079798805723724,,,
1772198037.6267362,KIN,0,joint_3_vy,-0.0084298892167827,,,
1772198037.6267362,KIN,0,joint_3_vz,-0.10246798696751237,,,
1772198037.6267362,KIN,0,joint_3_v,0.10281541435475801,,,
1772198037.6267362,KIN,0,joint_3_ax,-0.041108696665328605,,,
1772198037.6267362,KIN,0,joint_3_ay,-0.025036187186027327,,,
1772198037.6267362,KIN,0,joint_3_az,-0.015921189039201974,,,
1772198037.6267362,KIN,0,joint_3_a,0.05069733593353603,,,
1772198037.6267362,KIN,0,joint_4_x,0.12995343886699984,,,
1772198037.6267362,KIN,0,joint_4_y,0.32878571209739027,,,
1772198037.6267362,KIN,0,joint_4_z,1.9174363351330757,,,
1772198037.6267362,KIN,0,joint_4_confidence,0.6999153852462768,,,
1772198037.6267362,KIN,0,joint_4_vx,-0.0027434904496129496,,,
1772198037.6267362,KIN,0,joint_4_vy,-0.009041742080802575,,,
1772198037.6267362,KIN,0,joint_4_vz,-0.11013722373234217,,,
1772198037.6267362,KIN,0,joint_4_v,0.11054179250930785,,,
1772198037.6267362,KIN,0,joint_4_ax,-0.01928806169922278,,,
1772198037.6267362,KIN,0,joint_4_ay,-0.03925577314132838,,,
1772198037.6267362,KIN,0,joint_4_az,-0.017458616102468794,,,
1772198037.6267362,KIN,0,joint_4_a,0.04709403704557347,,,
1772198037.6267362,KIN,0,joint_5_x,0.10078919449001517,,,
1772198037.6267362,KIN,0,joint_5_y,0.3370238564709508,,,
1772198037.6267362,KIN,0,joint_5_z,1.917685576410404,,,
1772198037.6267362,KIN,0,joint_5_confidence,0.6999083757400513,,,
1772198037.6267362,KIN,0,joint_5_vx,-0.0037427199101103237,,,
1772198037.6267362,KIN,0,joint_5_vy,-0.008892890834330956,,,
1772198037.6267362,KIN,0,joint_5_vz,-0.11047840557787625,,,
1772198037.6267362,KIN,0,joint_5_v,0.11089891594937518,,,
1772198037.6267362,KIN,0,joint_5_ax,-0.018569791263687324,,,
1772198037.6267362,KIN,0,joint_5_ay,-0.03718772443019701,,,
1772198037.6267362,KIN,0,joint_5_az,-0.020364443132087302,,,
1772198037.6267362,KIN,0,joint_5_a,0.04628687222046017,,,
1772198037.6267362,KIN,0,joint_6_x,0.07527749036642752,,,
1772198037.6267362,KIN,0,joint_6_y,0.3444077377377143,,,
1772198037.6267362,KIN,0,joint_6_z,1.91757142093854,,,
1772198037.6267362,KIN,0,joint_6_confidence,0.6999175548553467,,,
1772198037.6267362,KIN,0,joint_6_vx,-0.004093132091029725,,,
1772198037.6267362,KIN,0,joint_6_vy,-0.008458587254169049,,,
1772198037.6267362,KIN,0,joint_6_vz,-0.11047049696891757,,,
1772198037.6267362,KIN,0,joint_6_v,0.11086943730898356,,,
1772198037.6267362,KIN,0,joint_6_ax,-0.013991686034248073,,,
1772198037.6267362,KIN,0,joint_6_ay,-0.03621868540031247,,,
1772198037.6267362,KIN,0,joint_6_az,-0.017165868014669895,,,
1772198037.6267362,KIN,0,joint_6_a,0.04245264979839123,,,
1772198037.6267362,KIN,0,joint_7_x,0.35580741252911563,,,
1772198037.6267362,KIN,0,joint_7_y,0.29506735554317426,,,
1772198037.6267362,KIN,0,joint_7_z,2.1889492611844337,,,
1772198037.6267362,KIN,0,joint_7_confidence,0.6998414516448974,,,
1772198037.6267362,KIN,0,joint_7_vx,0.0061544286666788545,,,
1772198037.6267362,KIN,0,joint_7_vy,0.005218147646501657,,,
1772198037.6267362,KIN,0,joint_7_vz,-0.07823492126559382,,,
1772198037.6267362,KIN,0,joint_7_v,0.07864991393833559,,,
1772198037.6267362,KIN,0,joint_7_ax,-0.06726841146045491,,,
1772198037.6267362,KIN,0,joint_7_ay,-0.02639294237165239,,,
1772198037.6267362,KIN,0,joint_7_az,-0.046779984074913086,,,
1772198037.6267362,KIN,0,joint_7_a,0.086081319097093,,,
1772198037.6267362,KIN,0,joint_8_x,0.0502519419323416,,,
1772198037.6267362,KIN,0,joint_8_y,0.36727473124292453,,,
1772198037.6267362,KIN,0,joint_8_z,2.208669313582697,,,
1772198037.6267362,KIN,0,joint_8_confidence,0.6999199330806731,,,
1772198037.6267362,KIN,0,joint_8_vx,-0.001139721682436435,,,
1772198037.6267362,KIN,0,joint_8_vy,-0.0071270028786044265,,,
1772198037.6267362,KIN,0,joint_8_vz,-0.12209884565117746,,,
1772198037.6267362,KIN,0,joint_8_v,0.12231198324324198,,,
1772198037.6267362,KIN,0,joint_8_ax,-0.02156527646458409,,,
1772198037.6267362,KIN,0,joint_8_ay,-0.030720284036424714,,,
1772198037.6267362,KIN,0,joint_8_az,-0.04089135449561456,,,
1772198037.6267362,KIN,0,joint_8_a,0.05550585440076184,,,
1772198037.6267362,KIN,0,joint_9_x,0.19834985890715867,,,
1772198037.6267362,KIN,0,joint_9_y,0.17266435913724443,,,
1772198037.6267362,KIN,0,joint_9_z,1.9833945386660234,,,
1772198037.6267362,KIN,0,joint_9_confidence,0.6999477207660675,,,
