Timestamp,Source,Person,Key,Value_X,Value_Y,Value_Z,Conf
1772199535.888437,PC1,0,0,0.39434,0.24439,-0.61004,0.99991
1772199535.888437,PC1,0,1,0.43501,0.19053,-0.57194,0.99976
1772199535.888437,PC1,0,2,0.45321,0.19632,-0.57201,0.9997
1772199535.888437,PC1,0,3,0.46998,0.20128,-0.5719,0.99963
1772199535.888437,PC1,0,4,0.38154,0.16909,-0.5701,0.99986
1772199535.888437,PC1,0,5,0.36313,0.16046,-0.56956,0.99987
1772199535.888437,PC1,0,6,0.34669,0.15142,-0.57003,0.99988
1772199535.888437,PC1,0,7,0.48783,0.22046,-0.25372,0.99967
1772199535.888437,PC1,0,8,0.31985,0.15099,-0.24138,0.99993
1772199535.888437,PC1,0,9,0.41294,0.33215,-0.48351,0.99979
1772199535.888437,PC1,0,10,0.3511,0.29984,-0.48184,0.99992
1772199535.888437,PC1,0,11,0.53169,0.48981,-0.09526,0.99489
1772199535.888437,PC1,0,12,0.20129,0.41438,-0.09363,0.99945
1772199535.888437,PC1,0,13,0.57398,0.83399,-0.24739,0.50731
1772199535.888437,PC1,0,14,0.02292,0.7428,-0.5662,0.92981
1772199535.888437,PC1,0,15,0.40405,0.6881,-0.33606,0.67186
1772199535.888437,PC1,0,16,0.14241,0.65376,-1.22522,0.94371
1772199535.888437,PC1,0,17,0.36731,0.67141,-0.37924,0.56985
1772199535.888437,PC1,0,18,0.17525,0.65183,-1.34768,0.88638
1772199535.888437,PC1,0,19,0.36338,0.63584,-0.31839,0.5962
1772199535.888437,PC1,0,20,0.2062,0.5861,-1.27954,0.89829
1772199535.888437,PC1,0,21,0.36996,0.6612,-0.31983,0.60483
1772199535.888437,PC1,0,22,0.2053,0.61714,-1.21541,0.89842
1772199535.888437,PC1,0,23,0.34506,1.27705,0.13911,0.00567
1772199535.888437,PC1,0,24,0.1679,1.25388,-0.13615,0.00849
1772199535.888437,PC1,0,25,0.47653,2.06721,0.1073,0.00685
1772199535.888437,PC1,0,26,0.25764,1.39863,-0.20156,0.00361
1772199535.888437,PC1,0,27,0.47602,2.64956,0.69166,0.00063
1772199535.888437,PC1,0,28,0.25987,2.65495,0.75211,0.00035
1772199535.888437,PC1,0,29,0.47254,2.74456,0.72088,0.00034
1772199535.888437,PC1,0,30,0.24784,2.74237,0.79544,0.00029
1772199535.888437,PC1,0,31,0.46977,2.84336,0.25201,0.00071
1772199535.888437,PC1,0,32,0.31604,2.85719,0.28865,0.00055
1772199535.888437,PC1,0,Angle_Elbow_L,61.22,,,
1772199535.888437,PC1,0,Angle_Elbow_R,129.86,,,
1772199535.888437,PC1,0,Angle_Shoulder_L,146.42,,,
1772199535.888437,PC1,0,Angle_Shoulder_R,119.01,,,
1772199535.888437,PC1,0,Length_UpperArm_L,0.3787,,,
1772199535.888437,PC1,0,Length_LowerArm_L,0.2409,,,
1772199535.888437,PC1,0,Length_UpperArm_R,0.6025,,,
1772199535.888437,PC1,0,Length_LowerArm_R,0.6757,,,
1772199535.888437,PC1,0,Width_Shoulder,0.3389,,,
1772199535.888437,PC1,0,Face_Mouth_Openness,0.2359,,,
1772199535.888437,PC1,0,Face_Smile_Ratio,4.69,,,
1772199535.888437,PC1,0,Face_Eye_L_Openness,0.4876,,,
1772199535.888437,PC1,0,Face_Eye_R_Openness,0.5088,,,
1772199535.888437,3D,0,0,-0.20151574424675603,0.25993459216856396,1.8931337251911788,0.6999379158020019
1772199535.888437,3D,0,1,-0.12749804877607432,0.32086359825441757,1.9313731932335023,0.6998331487178802
1772199535.888437,3D,0,2,-0.09252844038813207,0.3135009415461626,1.9313342272734157,0.6997922182083129
1772199535.888437,3D,0,3,-0.060546905276600775,0.30710622300663304,1.9315090792346483,0.6997376859188079
1772199535.888437,3D,0,4,-0.23046434342277322,0.3463276917232455,1.9322466943512397,0.6999025344848633
1772199535.888437,3D,0,5,-0.2669965713634035,0.35642527791033046,1.932694716912729,0.699905663728714
1772199535.888437,3D,0,6,-0.2990195499493489,0.3664667202460184,1.9323662485064625,0.699918806552887
1772199535.888437,3D,0,7,-0.028871912540541975,0.3286335204611919,2.2433102493623323,0.6997703552246093
1772199535.888437,3D,0,8,-0.4107632082971403,0.42367577043199944,2.253222140365789,0.6999477207660675
